strut_id,label,r_eq_med_um,r_eq_min_um,r_eq_cv,offset_max_vox,tilt_deg,bow_vox,aspect_med,empty_sections,gap_len,gap_interior,border_frac,iou,reachable,detour,geo_len_vox,span_vox
2048,nominal,388.49149,334.83755,0.06167,1.48024,1.32649,0.36483,1.41702,0.00000,0.00000,0.00000,0.00000,0.66329,1.00000,0.99634,55.15433,55.35720
2049,nominal,370.01505,325.03531,0.06300,2.01819,0.97326,0.47145,1.53428,0.00000,0.00000,0.00000,0.00000,0.60111,1.00000,0.99872,55.15433,55.22502
2050,nominal,355.14886,300.92422,0.07356,1.35269,1.16747,0.29895,1.42774,0.00000,0.00000,0.00000,0.00000,0.60451,1.00000,1.00448,55.47217,55.22502
2051,nominal,345.92264,262.66821,0.11077,1.45881,1.97543,0.77270,1.24453,0.00000,0.00000,0.00000,0.00000,0.61908,1.00000,1.01440,56.15433,55.35720
2052,nominal,371.46893,331.60236,0.05982,1.47518,0.85020,0.27792,1.33410,0.00000,0.00000,0.00000,0.00000,0.58668,1.00000,0.99634,55.15433,55.35720
2053,nominal,374.35980,289.97784,0.11364,1.54903,4.85672,0.35426,1.38467,0.00000,0.00000,0.00000,0.00000,0.60590,1.00000,0.99872,55.15433,55.22502
2054,nominal,280.52975,229.83467,0.07180,0.83973,0.42176,0.23780,1.32837,0.00000,0.00000,0.00000,0.00000,0.56866,1.00000,0.99542,55.15433,55.40794
2055,nominal,300.92422,212.78555,0.09009,1.94694,2.29623,0.28939,1.20044,0.00000,0.00000,0.00000,0.00000,0.47533,1.00000,1.01354,56.15433,55.40422
2056,nominal,428.09677,402.12692,0.02473,2.01522,0.56278,0.37290,1.57006,0.00000,0.00000,0.00000,0.00000,0.58611,1.00000,1.00208,55.47217,55.35720
2057,nominal,286.23605,232.16808,0.05715,0.95116,0.36109,0.25238,1.23590,0.00000,0.00000,0.00000,0.00000,0.54729,1.00000,1.01354,56.15433,55.40422
2058,nominal,328.33524,220.25398,0.11051,2.29668,1.90070,0.82043,1.40071,0.00000,0.00000,0.00000,0.00000,0.61377,1.00000,1.00448,55.47217,55.22502
2059,nominal,333.22388,316.63504,0.03509,0.64939,0.60045,0.22958,1.19058,0.00000,0.00000,0.00000,0.00000,0.73232,1.00000,1.01142,56.15433,55.52045
2060,nominal,291.83075,264.71234,0.04486,1.47415,0.48645,0.24827,1.25608,0.00000,0.00000,0.00000,0.00000,0.51060,1.00000,0.99542,55.15433,55.40794
2061,broken,329.97284,157.46405,0.15701,4.06083,4.55321,0.76389,1.18906,2.00000,2.00000,1.00000,0.00000,0.51721,0.00000,-1.00000,-1.00000,55.56631
2062,nominal,334.83755,314.92810,0.03310,0.56223,0.71156,0.12730,1.24236,0.00000,0.00000,0.00000,0.00000,0.73717,1.00000,0.99341,55.15433,55.52045
2063,nominal,316.63504,282.44467,0.04649,0.72089,0.43625,0.21031,1.14183,0.00000,0.00000,0.00000,0.00000,0.64858,1.00000,0.99259,55.15433,55.56631
2064,nominal,288.11301,270.75220,0.03506,1.45511,0.36868,0.11746,1.34348,0.00000,0.00000,0.00000,0.00000,0.50854,1.00000,0.99542,55.15433,55.40794
2065,nominal,286.23605,266.74081,0.03685,1.49624,1.19071,0.15533,1.31991,0.00000,0.00000,0.00000,0.00000,0.49724,1.00000,1.01354,56.15433,55.40422
2066,nominal,297.32022,262.66821,0.04800,1.04735,0.82126,0.14903,1.16526,0.00000,0.00000,0.00000,0.00000,0.59809,1.00000,0.99542,55.15433,55.40794
2067,nominal,270.75220,243.49995,0.04804,1.49287,0.29975,0.28202,1.34861,0.00000,0.00000,0.00000,0.00000,0.46860,1.00000,1.01354,56.15433,55.40422
2068,nominal,313.21188,289.97784,0.04595,1.36486,0.87565,0.24336,1.14746,0.00000,0.00000,0.00000,0.00000,0.57100,1.00000,0.99259,55.15433,55.56631
2069,nominal,333.22388,316.63504,0.02339,0.63732,0.03298,0.14425,1.28129,0.00000,0.00000,0.00000,0.00000,0.68328,1.00000,1.01142,56.15433,55.52045
2070,nominal,316.63504,304.48560,0.01936,1.05135,0.59230,0.14134,1.13460,0.00000,0.00000,0.00000,0.00000,0.66029,1.00000,1.01058,56.15433,55.56631
2071,nominal,334.83755,302.71014,0.03162,0.86895,0.98531,0.15223,1.14115,0.00000,0.00000,0.00000,0.00000,0.69035,1.00000,1.01142,56.15433,55.52045
2072,nominal,359.67322,299.12766,0.11542,2.10099,1.86154,0.43268,1.40192,0.00000,0.00000,0.00000,0.00000,0.59564,1.00000,0.99634,55.15433,55.35720
2073,nominal,387.10156,341.21600,0.05204,2.09032,1.48366,0.32318,1.45283,0.00000,0.00000,0.00000,0.00000,0.58279,1.00000,1.00448,55.47217,55.22502
2074,broken,306.25073,157.46405,0.19711,5.11820,11.18948,0.46198,1.24622,1.00000,1.00000,1.00000,0.00000,0.43472,0.00000,-1.00000,-1.00000,55.22502
2075,nominal,352.10031,291.83075,0.08289,1.43245,0.08092,0.44264,1.30680,0.00000,0.00000,0.00000,0.00000,0.62887,1.00000,1.01440,56.15433,55.35720
2076,nominal,394.00232,367.08997,0.04908,1.23034,1.52533,0.31674,1.40754,0.00000,0.00000,0.00000,0.00000,0.64112,1.00000,1.01440,56.15433,55.35720
2077,nominal,406.12827,368.55542,0.04986,1.51884,0.80328,0.14376,1.53363,0.00000,0.00000,0.00000,0.00000,0.59531,1.00000,0.99872,55.15433,55.22502
2078,nominal,282.44467,227.47734,0.07598,0.92057,0.31505,0.20828,1.15639,0.00000,0.00000,0.00000,0.00000,0.59464,1.00000,0.99542,55.15433,55.40794
2079,nominal,295.50174,270.75220,0.05242,1.26258,0.87722,0.26112,1.27568,0.00000,0.00000,0.00000,0.00000,0.50988,1.00000,0.99549,55.15433,55.40422
2080,nominal,414.01501,384.30655,0.04087,1.40960,1.51414,0.20822,1.35330,0.00000,0.00000,0.00000,0.00000,0.54110,1.00000,1.01440,56.15433,55.35720
2081,nominal,268.75397,241.27615,0.04921,1.52717,0.46207,0.35115,1.24900,0.00000,0.00000,0.00000,0.00000,0.46166,1.00000,1.00123,55.47217,55.40422
2082,nominal,345.92264,295.50174,0.08759,1.56392,2.59626,0.42494,1.51181,0.00000,0.00000,0.00000,0.00000,0.60402,1.00000,0.99872,55.15433,55.22502
2083,nominal,338.04181,308.00577,0.04862,0.90004,0.64932,0.24123,1.14576,0.00000,0.00000,0.00000,0.00000,0.70071,1.00000,0.99341,55.15433,55.52045
2084,nominal,311.48615,278.60168,0.05453,1.72099,0.39981,0.21499,1.21060,0.00000,0.00000,0.00000,0.00000,0.52065,1.00000,1.00116,55.47217,55.40794
2085,nominal,323.37271,284.34665,0.05500,1.39408,0.67888,0.19012,1.10863,0.00000,0.00000,0.00000,0.00000,0.55762,1.00000,1.01058,56.15433,55.56631
2086,nominal,325.03531,299.12766,0.03813,0.65919,0.33660,0.17017,1.13468,0.00000,0.00000,0.00000,0.00000,0.70000,1.00000,1.01142,56.15433,55.52045
2087,nominal,314.92810,278.60168,0.04414,1.15476,0.89003,0.13087,1.17835,0.00000,0.00000,0.00000,0.00000,0.57596,1.00000,0.99259,55.15433,55.56631
2088,nominal,309.75085,272.73575,0.04287,1.72326,0.80157,0.18052,1.19295,0.00000,0.00000,0.00000,0.00000,0.47152,1.00000,1.01921,56.47217,55.40794
2089,nominal,291.83075,258.53143,0.05103,1.56605,0.51664,0.24010,1.18272,0.00000,0.00000,0.00000,0.00000,0.51292,1.00000,1.01354,56.15433,55.40422
2090,nominal,286.23605,266.74081,0.03937,1.11599,0.97047,0.18319,1.27300,0.00000,0.00000,0.00000,0.00000,0.54911,1.00000,0.99542,55.15433,55.40794
2091,nominal,276.66019,252.19910,0.04977,1.92329,1.39919,0.24485,1.19671,0.00000,0.00000,0.00000,0.00000,0.46012,1.00000,1.00123,55.47217,55.40422
2092,nominal,318.33282,295.50174,0.04757,1.47062,0.51981,0.18939,1.10395,0.00000,0.00000,0.00000,0.00000,0.56117,1.00000,1.01804,56.56854,55.56631
2093,nominal,349.02515,334.83755,0.02586,0.87487,0.28297,0.17766,1.14350,0.00000,0.00000,0.00000,0.00000,0.68027,1.00000,1.01142,56.15433,55.52045
2094,nominal,321.70154,302.71014,0.02902,1.41193,0.46130,0.19358,1.13484,0.00000,0.00000,0.00000,0.00000,0.61712,1.00000,0.99259,55.15433,55.56631
2095,nominal,328.33524,297.32022,0.04320,0.85339,0.97122,0.17334,1.19934,0.00000,0.00000,0.00000,0.00000,0.68132,1.00000,0.99341,55.15433,55.52045
2096,nominal,367.08997,325.03531,0.05930,1.64855,0.56009,0.30830,1.33375,0.00000,0.00000,0.00000,0.00000,0.62415,1.00000,1.01440,56.15433,55.35720
2097,nominal,306.25073,199.71854,0.14594,3.39259,5.21189,1.04408,1.37628,0.00000,0.00000,0.00000,0.00000,0.47904,1.00000,1.02174,56.42568,55.22502
2098,nominal,367.08997,314.92810,0.06598,1.49455,0.48966,0.40437,1.56135,0.00000,0.00000,0.00000,0.00000,0.62011,1.00000,1.00448,55.47217,55.22502
2099,nominal,391.25662,362.65814,0.03625,1.37929,0.41924,0.20306,1.33881,0.00000,0.00000,0.00000,0.00000,0.60735,1.00000,0.99634,55.15433,55.35720
2100,nominal,424.30264,398.08533,0.02423,1.51901,0.31839,0.21781,1.42936,0.00000,0.00000,0.00000,0.00000,0.56005,1.00000,0.99634,55.15433,55.35720
2101,nominal,412.71100,385.70660,0.09347,2.88656,1.20440,0.27836,1.46697,0.00000,0.00000,0.00000,0.20000,0.57400,1.00000,0.99872,55.15433,55.22502
2102,nominal,289.97784,272.73575,0.04197,1.11637,0.39448,0.23293,1.30722,0.00000,0.00000,0.00000,0.00000,0.56380,1.00000,0.99542,55.15433,55.40794
2103,nominal,299.12766,229.83467,0.07665,1.52481,0.43972,0.21799,1.20112,0.00000,0.00000,0.00000,0.00000,0.51422,1.00000,1.01354,56.15433,55.40422
2104,nominal,408.77408,368.55542,0.05679,1.76355,0.56869,0.31066,1.46475,0.00000,0.00000,0.00000,0.00000,0.58831,1.00000,1.00208,55.47217,55.35720
2105,thin,256.43805,236.76591,0.04239,2.05311,1.98777,0.23064,1.19383,0.00000,0.00000,0.00000,0.00000,0.42730,1.00000,1.01354,56.15433,55.40422
2106,nominal,391.25662,361.16876,0.03787,1.86621,0.62773,0.30791,1.48007,0.00000,0.00000,0.00000,0.00000,0.57439,1.00000,1.00448,55.47217,55.22502
2107,nominal,323.37271,272.73575,0.05301,1.06643,1.15873,0.23368,1.19337,0.00000,0.00000,0.00000,0.00000,0.66404,1.00000,1.01142,56.15433,55.52045
2108,nominal,314.92810,295.50174,0.03303,1.48011,0.50050,0.19155,1.16339,0.00000,0.00000,0.00000,0.00000,0.53711,1.00000,0.99542,55.15433,55.40794
2109,nominal,308.00577,276.66019,0.04368,1.48410,0.16643,0.19043,1.09649,0.00000,0.00000,0.00000,0.00000,0.51243,1.00000,1.01058,56.15433,55.56631
2110,nominal,326.68945,311.48615,0.02778,0.65017,0.65905,0.17910,1.22802,0.00000,0.00000,0.00000,0.00000,0.71012,1.00000,0.99341,55.15433,55.52045
2111,nominal,313.21188,286.23605,0.03586,1.47910,1.20168,0.22278,1.13847,0.00000,0.00000,0.00000,0.00000,0.55925,1.00000,0.99259,55.15433,55.56631
2112,nominal,308.00577,256.43805,0.06327,1.40589,0.51262,0.22793,1.13215,0.00000,0.00000,0.00000,0.00000,0.56312,1.00000,0.99542,55.15433,55.40794
2113,nominal,300.92422,241.27615,0.07656,1.51550,0.67914,0.18263,1.21503,0.00000,0.00000,0.00000,0.00000,0.48657,1.00000,1.01354,56.15433,55.40422
2114,nominal,293.67197,272.73575,0.03171,1.04785,0.37648,0.21594,1.26356,0.00000,0.00000,0.00000,0.00000,0.58924,1.00000,0.99542,55.15433,55.40794
2115,nominal,274.70499,250.05269,0.04382,0.99266,0.39242,0.17082,1.19988,0.00000,0.00000,0.00000,0.00000,0.55631,1.00000,1.01354,56.15433,55.40422
2116,nominal,325.03531,313.21188,0.01731,1.59016,0.44347,0.16512,1.14185,0.00000,0.00000,0.00000,0.00000,0.53636,1.00000,0.99259,55.15433,55.56631
2117,nominal,339.63263,309.75085,0.05348,0.85241,0.79295,0.14850,1.21384,0.00000,0.00000,0.00000,0.00000,0.70885,1.00000,1.01142,56.15433,55.52045
2118,nominal,309.75085,282.44467,0.06101,1.76532,1.16500,0.17805,1.09216,0.00000,0.00000,0.00000,0.00000,0.51776,1.00000,1.01058,56.15433,55.56631
2119,nominal,336.44351,293.67197,0.04436,0.64859,0.59864,0.17534,1.20859,0.00000,0.00000,0.00000,0.00000,0.71154,1.00000,0.99341,55.15433,55.52045
2120,nominal,382.90140,356.66339,0.06650,2.32566,2.49209,0.30862,1.44386,0.00000,0.00000,0.00000,0.04000,0.51713,1.00000,0.99634,55.15433,55.35720
2121,nominal,350.56610,313.21188,0.06393,1.34231,1.06074,0.33459,1.40770,0.00000,0.00000,0.00000,0.00000,0.63822,1.00000,1.00448,55.47217,55.22502
2122,nominal,328.33524,291.83075,0.06914,1.99681,1.04621,0.53114,1.44685,0.00000,0.00000,0.00000,0.00000,0.62640,1.00000,0.99872,55.15433,55.22502
2123,nominal,355.14886,325.03531,0.07015,1.99936,0.55657,0.36444,1.32139,0.00000,0.00000,0.00000,0.00000,0.58253,1.00000,1.01440,56.15433,55.35720
2124,nominal,408.77408,392.63184,0.02459,1.21048,0.38127,0.18105,1.57388,0.00000,0.00000,0.00000,0.00000,0.55792,1.00000,0.99634,55.15433,55.35720
2125,nominal,375.79688,318.33282,0.07632,0.96123,1.11588,0.37185,1.27521,0.00000,0.00000,0.00000,0.00000,0.66019,1.00000,0.99872,55.15433,55.22502
2126,nominal,288.11301,252.19910,0.06761,1.12332,0.17151,0.19842,1.28639,0.00000,0.00000,0.00000,0.00000,0.58417,1.00000,0.99542,55.15433,55.40794
2127,nominal,295.50174,268.75397,0.04206,1.70138,0.22935,0.20766,1.17316,0.00000,0.00000,0.00000,0.00000,0.45181,1.00000,0.99549,55.15433,55.40422
2128,nominal,416.61075,355.14886,0.08350,2.17034,1.93695,0.60041,1.41939,0.00000,0.00000,0.00000,0.00000,0.54222,1.00000,0.99634,55.15433,55.35720
2129,nominal,262.66821,232.16808,0.05037,1.31656,0.39367,0.22239,1.26654,0.00000,0.00000,0.00000,0.00000,0.49708,1.00000,0.99549,55.15433,55.40422
2130,nominal,362.65814,316.63504,0.07742,1.53911,0.97913,0.25659,1.47144,0.00000,0.00000,0.00000,0.00000,0.59540,1.00000,0.99872,55.15433,55.22502
2131,nominal,304.48560,268.75397,0.05535,0.59904,0.62745,0.18197,1.18356,0.00000,0.00000,0.00000,0.00000,0.67790,1.00000,0.99341,55.15433,55.52045
2132,nominal,291.83075,276.66019,0.04872,1.35245,0.22693,0.19270,1.34348,0.00000,0.00000,0.00000,0.00000,0.52403,1.00000,0.99542,55.15433,55.40794
2133,nominal,295.50174,243.49995,0.08779,1.54493,0.16022,0.23660,1.13310,0.00000,0.00000,0.00000,0.00000,0.48341,1.00000,0.99259,55.15433,55.56631
2134,nominal,304.48560,295.50174,0.03193,0.80848,0.74633,0.22102,1.16575,0.00000,0.00000,0.00000,0.00000,0.71107,1.00000,0.99341,55.15433,55.52045
2135,nominal,288.11301,266.74081,0.03767,1.00527,0.37058,0.23411,1.14776,0.00000,0.00000,0.00000,0.00000,0.60685,1.00000,0.99259,55.15433,55.56631
2136,nominal,302.71014,288.11301,0.04361,1.32178,0.49696,0.22111,1.37340,0.00000,0.00000,0.00000,0.00000,0.56761,1.00000,1.01347,56.15433,55.40794
2137,thin,256.43805,197.00116,0.09119,2.63360,1.46397,0.60006,1.18223,0.00000,0.00000,0.00000,0.00000,0.33607,1.00000,1.02411,56.74012,55.40422
2138,nominal,295.50174,247.88770,0.06694,2.31759,1.64274,0.49210,1.28063,0.00000,0.00000,0.00000,0.00000,0.43764,1.00000,0.99542,55.15433,55.40794
2139,nominal,278.60168,266.74081,0.02893,1.12688,0.80865,0.20708,1.25666,0.00000,0.00000,0.00000,0.00000,0.55316,1.00000,0.99549,55.15433,55.40422
2140,nominal,318.33282,300.92422,0.04240,1.49893,0.37731,0.23940,1.12380,0.00000,0.00000,0.00000,0.00000,0.56654,1.00000,1.01058,56.15433,55.56631
2141,nominal,331.60236,309.75085,0.03203,0.70584,0.19279,0.16493,1.20367,0.00000,0.00000,0.00000,0.00000,0.74299,1.00000,0.99341,55.15433,55.52045
2142,nominal,320.02161,299.12766,0.02766,1.02449,0.67219,0.13676,1.12320,0.00000,0.00000,0.00000,0.00000,0.63911,1.00000,0.99259,55.15433,55.56631
2143,nominal,342.79205,321.70154,0.03229,0.43002,0.07053,0.16983,1.14509,0.00000,0.00000,0.00000,0.00000,0.77963,1.00000,1.01142,56.15433,55.52045
2144,nominal,361.16876,306.25073,0.08088,1.34405,1.01279,0.36046,1.31440,0.00000,0.00000,0.00000,0.00000,0.65539,1.00000,0.99634,55.15433,55.35720
2145,nominal,382.90140,344.36090,0.06582,3.04667,4.07538,0.38271,1.44947,0.00000,0.00000,0.00000,0.00000,0.50323,1.00000,0.99872,55.15433,55.22502
2146,nominal,331.60236,299.12766,0.11523,2.16662,3.00431,0.79370,1.29979,0.00000,0.00000,0.00000,0.00000,0.53065,1.00000,1.02258,56.47217,55.22502
2147,nominal,382.90140,355.14886,0.05049,1.41792,0.82015,0.27113,1.53565,0.00000,0.00000,0.00000,0.00000,0.60052,1.00000,1.01440,56.15433,55.35720
2148,nominal,365.61865,308.00577,0.06551,0.86286,0.50082,0.21734,1.32973,0.00000,0.00000,0.00000,0.00000,0.65086,1.00000,1.01440,56.15433,55.35720
2149,nominal,389.87650,341.21600,0.08362,1.81173,2.10636,0.60637,1.39159,0.00000,0.00000,0.00000,0.00000,0.64691,1.00000,0.99872,55.15433,55.22502
2150,nominal,306.25073,288.11301,0.04356,1.02848,0.18856,0.19225,1.13817,0.00000,0.00000,0.00000,0.00000,0.60000,1.00000,0.99542,55.15433,55.40794
2151,nominal,272.73575,256.43805,0.05159,1.43233,0.19148,0.24293,1.20998,0.00000,0.00000,0.00000,0.00000,0.49163,1.00000,1.01354,56.15433,55.40422
2152,nominal,417.90256,367.08997,0.09732,2.86829,1.85648,0.54525,1.30415,0.00000,0.00000,0.00000,0.08000,0.61794,1.00000,1.02014,56.47217,55.35720
2153,thin,256.43805,222.68781,0.08823,1.34575,1.55704,0.26078,1.21885,0.00000,0.00000,0.00000,0.00000,0.48801,1.00000,1.01928,56.47217,55.40422
2154,nominal,399.43707,371.46893,0.03878,1.72957,0.00876,0.41945,1.35222,0.00000,0.00000,0.00000,0.00000,0.60293,1.00000,1.00448,55.47217,55.22502
2155,nominal,326.68945,288.11301,0.04380,0.50112,1.23155,0.21158,1.19268,0.00000,0.00000,0.00000,0.00000,0.73611,1.00000,1.01142,56.15433,55.52045
2156,nominal,328.33524,299.12766,0.04704,1.22268,0.56512,0.16477,1.27677,0.00000,0.00000,0.00000,0.00000,0.60104,1.00000,1.00116,55.47217,55.40794
2157,nominal,309.75085,299.12766,0.02292,1.09439,0.56272,0.10282,1.08344,0.00000,0.00000,0.00000,0.00000,0.57316,1.00000,1.01804,56.56854,55.56631
2158,nominal,320.02161,297.32022,0.02368,0.64392,0.64054,0.22286,1.13651,0.00000,0.00000,0.00000,0.00000,0.76325,1.00000,1.01142,56.15433,55.52045
2159,nominal,313.21188,289.97784,0.03283,1.20852,0.68329,0.25999,1.13977,0.00000,0.00000,0.00000,0.00000,0.64725,1.00000,0.99259,55.15433,55.56631
2160,nominal,320.02161,288.11301,0.04942,1.26296,0.75185,0.13993,1.24609,0.00000,0.00000,0.00000,0.00000,0.63707,1.00000,1.00116,55.47217,55.40794
2161,nominal,284.34665,266.74081,0.05491,2.11066,3.46970,0.26293,1.25431,0.00000,0.00000,0.00000,0.00000,0.47348,1.00000,1.01354,56.15433,55.40422
2162,nominal,302.71014,278.60168,0.04856,1.82302,1.64546,0.35717,1.16810,0.00000,0.00000,0.00000,0.00000,0.58500,1.00000,0.99542,55.15433,55.40794
2163,nominal,284.34665,245.70360,0.07073,0.85012,0.73617,0.13288,1.21137,0.00000,0.00000,0.00000,0.00000,0.59832,1.00000,1.01928,56.47217,55.40422
2164,nominal,326.68945,299.12766,0.04750,2.58923,2.15588,0.24816,1.19888,0.00000,0.00000,0.00000,0.00000,0.39782,1.00000,1.01058,56.15433,55.56631
2165,nominal,355.14886,329.97284,0.05020,1.69080,0.64825,0.34605,1.31132,0.00000,0.00000,0.00000,0.00000,0.54339,1.00000,1.01888,56.56854,55.52045
2166,nominal,316.63504,299.12766,0.03119,0.99004,0.55270,0.17446,1.09402,0.00000,0.00000,0.00000,0.00000,0.64167,1.00000,1.01058,56.15433,55.56631
2167,nominal,333.22388,295.50174,0.04467,0.32950,0.46979,0.19929,1.15699,0.00000,0.00000,0.00000,0.00000,0.75948,1.00000,0.99341,55.15433,55.52045
2168,nominal,391.25662,371.46893,0.02889,1.09193,0.82808,0.22867,1.37176,0.00000,0.00000,0.00000,0.00000,0.61548,1.00000,1.01440,56.15433,55.35720
2169,nominal,370.01505,313.21188,0.06770,1.19926,0.62885,0.58285,1.33603,0.00000,0.00000,0.00000,0.00000,0.64562,1.00000,1.00448,55.47217,55.22502
2170,nominal,387.10156,338.04181,0.04512,2.20237,3.10392,0.43921,1.29689,0.00000,0.00000,0.00000,0.00000,0.52723,1.00000,0.99872,55.15433,55.22502
2171,nominal,429.35403,258.53143,0.11101,1.84978,5.65864,0.52618,2.19132,0.00000,0.00000,0.00000,0.04000,0.51479,1.00000,1.00208,55.47217,55.35720
2172,nominal,370.01505,313.21188,0.07488,0.88528,0.36470,0.23030,1.45214,0.00000,0.00000,0.00000,0.00000,0.64986,1.00000,0.99634,55.15433,55.35720
2173,nominal,361.16876,309.75085,0.09504,1.22595,2.67268,0.34967,1.34221,0.00000,0.00000,0.00000,0.00000,0.60692,1.00000,0.99872,55.15433,55.22502
2174,nominal,313.21188,247.88770,0.08545,2.01112,0.82698,0.38597,1.32105,0.00000,0.00000,0.00000,0.00000,0.43245,1.00000,1.00600,55.74012,55.40794
2175,nominal,274.70499,222.68781,0.06926,3.47260,2.64371,0.66590,1.29320,0.00000,0.00000,0.00000,0.00000,0.30657,1.00000,1.01754,56.37579,55.40422
2176,nominal,375.79688,344.36090,0.04534,0.73621,0.15860,0.34307,1.35420,0.00000,0.00000,0.00000,0.00000,0.66419,1.00000,0.99634,55.15433,55.35720
2177,thin,250.05269,205.04530,0.06248,1.00234,0.79445,0.22733,1.25836,0.00000,0.00000,0.00000,0.00000,0.48605,1.00000,0.99549,55.15433,55.40422
2178,nominal,384.30655,339.63263,0.04009,2.32442,3.07014,0.47808,1.40355,0.00000,0.00000,0.00000,0.00000,0.57652,1.00000,0.99872,55.15433,55.22502
2179,nominal,344.36090,297.32022,0.04121,0.53188,0.72294,0.16242,1.11498,0.00000,0.00000,0.00000,0.00000,0.79521,1.00000,0.99341,55.15433,55.52045
2180,nominal,325.03531,306.25073,0.02954,1.02823,0.16432,0.17841,1.14491,0.00000,0.00000,0.00000,0.00000,0.61898,1.00000,0.99542,55.15433,55.40794
2181,nominal,314.92810,278.60168,0.03855,3.16551,2.02967,0.41104,1.12204,0.00000,0.00000,0.00000,0.00000,0.37335,1.00000,1.01367,56.32590,55.56631
2182,nominal,326.68945,278.60168,0.05784,1.76999,0.52426,0.31645,1.21994,0.00000,0.00000,0.00000,0.00000,0.57773,1.00000,0.99341,55.15433,55.52045
2183,nominal,320.02161,295.50174,0.04561,0.65970,0.17099,0.14823,1.13002,0.00000,0.00000,0.00000,0.00000,0.70349,1.00000,0.99259,55.15433,55.56631
2184,nominal,309.75085,286.23605,0.05040,1.12808,1.62206,0.24600,1.32567,0.00000,0.00000,0.00000,0.00000,0.60388,1.00000,0.99542,55.15433,55.40794
2185,nominal,276.66019,247.88770,0.04890,1.08900,0.57026,0.18102,1.30032,0.00000,0.00000,0.00000,0.00000,0.58190,1.00000,0.99549,55.15433,55.40422
2186,nominal,306.25073,280.52975,0.04374,0.88881,0.59313,0.19870,1.24492,0.00000,0.00000,0.00000,0.00000,0.67500,1.00000,1.01347,56.15433,55.40794
2187,nominal,262.66821,227.47734,0.04562,0.69113,0.74031,0.26993,1.23566,0.00000,0.00000,0.00000,0.00000,0.54372,1.00000,1.01354,56.15433,55.40422
2188,nominal,328.33524,270.75220,0.04986,1.95250,2.19099,0.21338,1.18137,0.00000,0.00000,0.00000,0.00000,0.54841,1.00000,1.01058,56.15433,55.56631
2189,nominal,328.33524,311.48615,0.03546,1.29115,1.99630,0.28929,1.12514,0.00000,0.00000,0.00000,0.00000,0.70245,1.00000,0.99341,55.15433,55.52045
2190,nominal,328.33524,306.25073,0.03425,0.89335,0.96537,0.15850,1.09349,0.00000,0.00000,0.00000,0.00000,0.69105,1.00000,0.99259,55.15433,55.56631
2191,nominal,326.68945,282.44467,0.05754,0.87766,0.64159,0.23884,1.16889,0.00000,0.00000,0.00000,0.00000,0.72504,1.00000,1.01142,56.15433,55.52045
2192,nominal,387.10156,349.02515,0.05208,2.28357,0.58761,0.33432,1.50590,0.00000,0.00000,0.00000,0.00000,0.52897,1.00000,0.99634,55.15433,55.35720
2193,nominal,333.22388,308.00577,0.06537,0.99135,0.62084,0.34730,1.13486,0.00000,0.00000,0.00000,0.00000,0.66391,1.00000,0.99872,55.15433,55.22502
2194,nominal,345.92264,311.48615,0.07725,2.46622,0.97524,0.95468,1.47932,0.00000,0.00000,0.00000,0.00000,0.51857,1.00000,1.00933,55.74012,55.22502
2195,nominal,371.46893,326.68945,0.06878,2.33221,0.82195,0.46540,1.47105,0.00000,0.00000,0.00000,0.00000,0.55337,1.00000,1.01440,56.15433,55.35720
2196,nominal,384.30655,345.92264,0.04093,0.91828,0.27333,0.32695,1.42308,0.00000,0.00000,0.00000,0.00000,0.60676,1.00000,0.99634,55.15433,55.35720
2197,nominal,374.35980,306.25073,0.10459,1.81645,2.75865,0.42565,1.39713,0.00000,0.00000,0.00000,0.00000,0.63005,1.00000,1.00448,55.47217,55.22502
2198,nominal,304.48560,264.71234,0.06015,1.45555,1.78169,0.25543,1.21981,0.00000,0.00000,0.00000,0.00000,0.58360,1.00000,0.99542,55.15433,55.40794
2199,nominal,274.70499,232.16808,0.08621,2.32023,3.47002,0.37085,1.23709,0.00000,0.00000,0.00000,0.00000,0.43661,1.00000,1.01354,56.15433,55.40422
2200,nominal,400.78427,371.46893,0.04180,1.04177,1.49069,0.22436,1.38489,0.00000,0.00000,0.00000,0.00000,0.65050,1.00000,0.99634,55.15433,55.35720
2201,thin,247.88770,210.23714,0.09429,1.25878,0.78947,0.20324,1.21162,0.00000,0.00000,0.00000,0.00000,0.48035,1.00000,1.01354,56.15433,55.40422
2202,nominal,396.72900,329.97284,0.05618,1.50852,1.09360,0.63456,1.37101,0.00000,0.00000,0.00000,0.00000,0.58395,1.00000,1.00448,55.47217,55.22502
2203,nominal,344.36090,309.75085,0.03615,0.48786,0.35633,0.17068,1.08475,0.00000,0.00000,0.00000,0.00000,0.75509,1.00000,0.99341,55.15433,55.52045
2204,nominal,314.92810,280.52975,0.05660,1.23987,0.25969,0.27924,1.29189,0.00000,0.00000,0.00000,0.00000,0.60295,1.00000,0.99542,55.15433,55.40794
2205,nominal,329.97284,306.25073,0.04591,2.49668,2.18325,0.38625,1.12667,0.00000,0.00000,0.00000,0.00000,0.55364,1.00000,1.01058,56.15433,55.56631
2206,nominal,334.83755,293.67197,0.04813,1.26312,1.87933,0.26547,1.15242,0.00000,0.00000,0.00000,0.00000,0.74400,1.00000,0.99341,55.15433,55.52045
