strut_id,label,r_eq_med_um,measurable
125,thick,529.4,0
126,nominal,336.4,1
127,nominal,331.6,1
128,thick,574.4,0
129,thick,534.5,1
130,nominal,345.9,1
131,nominal,380.1,1
132,nominal,398.1,1
133,thick,620.4,0
134,nominal,334.8,1
135,nominal,333.2,1
136,thick,677.7,0
137,nominal,309.8,1
138,nominal,389.9,1
139,thick,495.8,0
140,nominal,338.0,1
141,nominal,306.3,1
142,nominal,347.5,1
143,thick,602.7,0
144,thick,1017.3,0
145,thick,938.5,0
146,thick,1017.8,0
147,thick,1017.8,0
148,thick,549.4,0
149,thick,537.5,0
150,nominal,333.2,1
151,nominal,334.8,1
152,thick,518.1,0
153,thick,549.4,1
154,nominal,370.0,1
155,nominal,368.6,1
156,nominal,396.7,1
157,thick,568.7,0
158,nominal,321.7,1
159,nominal,328.3,1
160,thick,630.7,0
161,nominal,293.7,1
162,nominal,381.5,1
163,thick,500.1,0
164,nominal,326.7,1
165,nominal,333.2,1
166,nominal,336.4,1
167,thick,542.5,0
168,thick,1017.8,0
169,thick,904.0,0
170,thick,1017.8,0
171,thick,1016.2,0
172,thick,470.1,0
173,thick,495.8,0
174,nominal,321.7,1
175,nominal,331.6,1
176,thick,497.9,0
177,thick,472.4,0
178,broken,331.6,1
179,nominal,387.1,1
180,nominal,414.0,1
181,thick,640.0,0
182,nominal,326.7,1
183,nominal,297.3,1
184,thick,512.9,0
185,nominal,272.7,1
186,nominal,399.4,1
187,nominal,436.8,0
188,nominal,338.0,1
189,nominal,318.3,1
190,nominal,331.6,1
191,thick,466.7,0
192,thick,990.5,0
193,thick,762.3,0
194,thick,919.3,0
195,thick,958.4,0
196,nominal,392.6,1
197,thick,449.0,0
198,nominal,325.0,1
199,nominal,334.8,1
200,nominal,311.5,0
201,nominal,353.6,0
202,nominal,321.7,0
203,nominal,313.2,0
204,thick,458.5,1
205,nominal,356.7,1
206,nominal,367.1,1
207,nominal,380.1,1
208,nominal,398.1,1
209,thick,470.1,0
210,nominal,323.4,1
211,nominal,274.7,1
212,thick,462.0,1
213,nominal,288.1,1
214,missing,0.0,1
215,nominal,399.4,1
216,nominal,345.9,1
217,nominal,309.8,1
218,nominal,338.0,1
